OrderID,OrderDate,CustomerID,ProductID,SalespersonID,Quantity,UnitPrice,Discount,Sales,Cost
O010132,2025-10-23 00:00:00,C0144,P041,S002,1,15.18,0.1,13.66,12.7
O010133,2024-03-19 00:00:00,C0545,P068,S019,2,54.35,0.0,108.7,74.74
O010134,2025-07-11 00:00:00,C0831,P009,,1,684.17,0.02,670.49,576.57
O010135,2024-03-31 00:00:00,C0503,P014,S008,4,235.55,0.0,942.2,630.72
O010136,2024-07-07 00:00:00,C0801,P117,S019,2,222.64,0.15,378.49,374.2
O010137,2024-05-21 00:00:00,C0763,P113,S015,3,242.09,0.0,726.27,493.02
O010138,2025-12-24 00:00:00,C0445,P113,S003,3,242.09,0.02,711.74,493.02
O010139,2024-03-24 00:00:00,C0121,P032,S005,1,58.79,0.1,52.91,39.11
O010140,2024-12-29 00:00:00,C1165,P079,S008,4,7.05,0.0,28.2,24.04
O010141,2024-04-29 00:00:00,C0992,P028,S017,5,520.07,0.0,2600.35,1928.75
O010142,2025-10-16 00:00:00,C1074,P082,S014,2,127.99,0.15,217.58,178.26
O010143,2025-08-17 00:00:00,C0360,P059,S008,3,11.75,0.05,33.49,24.84
O010144,2024-12-15 00:00:00,C0380,P113,S017,1,242.09,0.05,229.99,164.34
O010145,2024-12-29 00:00:00,C0389,P045,S007,3,21.49,0.05,61.25,42.48
O010146,2024-04-03 00:00:00,C0038,P078,S019,8,8.04,0.05,61.1,50.16
O010147,2024-05-05 00:00:00,C0204,P080,S015,4,10.08,0.0,40.32,31.64
O010148,2024-02-09 00:00:00,C0370,P095,S014,1,242.98,0.15,206.53,192.03
O010149,2025-11-01 00:00:00,C1185,P007,S002,2,780.87,0.0,1561.74,1092.68
O010150,2024-04-11 00:00:00,C0246,P056,S003,8,10.91,0.02,85.53,69.68
O010151,2024-12-02 00:00:00,C0610,P055,S020,3,12.75,0.0,38.25,25.08
O010152,2025-06-12 00:00:00,C0657,P028,S016,2,520.07,0.05,988.13,771.5
O010153,2025-11-10 00:00:00,C0432,P097,S006,3,315.65,0.05,899.6,662.22
O010154,2024-11-21 00:00:00,C1103,P100,S018,1,293.58,0.05,278.9,192.8
O010155,2024-04-14 00:00:00,C0112,P010,S007,6,591.46,0.1,3193.88,2853.0
O010156,2024-07-01 00:00:00,C1045,P083,S008,2,148.37,0.0,296.74,208.06
O010157,2024-01-17 00:00:00,C0893,P104,S007,1,145.32,0.05,138.05,123.67
O010158,2024-04-18 00:00:00,C0367,P035,S010,1,60.9,0.0,60.9,45.81
O010159,2025-09-24 00:00:00,C0922,P076,S016,1,8.13,0.15,6.91,5.85
O010160,2024-07-26 00:00:00,C0515,P075,S004,3,9.52,0.1,25.7,23.34
O010161,2024-08-08 00:00:00,C1165,P003,S020,3,636.79,0.0,1910.37,1308.69
O010162,2025-01-03 00:00:00,C0044,P098,S007,3,296.74,0.0,890.22,682.05
O010163,2025-01-31 00:00:00,C0036,P091,S020,2,310.21,0.0,620.42,495.18
O010164,2025-09-26 00:00:00,C0653,P033,S018,4,54.32,0.0,217.28,163.56
O010165,2024-09-25 00:00:00,C1118,P038,S011,5,72.16,0.05,342.76,238.5
O010166,2025-11-07 00:00:00,C0077,P093,S002,3,219.94,0.0,659.82,558.12
O010167,2025-11-24 00:00:00,C0934,P097,S012,3,315.65,0.0,946.95,662.22
O010168,2024-10-25 00:00:00,C1127,P009,S016,1,684.17,0.02,670.49,576.57
O010169,2024-02-09 00:00:00,C0584,P044,S020,5,16.8,0.0,84.0,63.1
O010170,2024-11-22 00:00:00,C1041,P075,S002,1,9.52,0.0,9.52,7.78
O010171,2024-09-10 00:00:00,C0909,P016,S015,4,219.21,0.1,789.16,745.76
O010172,2024-03-08 00:00:00,C0258,P120,S006,2,226.75,0.1,408.15,354.62
O010173,2025-02-04 00:00:00,C1026,P026,S015,1,497.47,0.02,487.52,418.39
O010174,2025-04-03 00:00:00,C0840,P104,S012,1,145.32,0.05,138.05,123.67
O010175,2025-12-22 00:00:00,C0016,P008,S018,10,670.58,0.1,6035.22,4677.7
O010176,2025-02-10 00:00:00,C0682,P106,S001,3,200.57,0.0,601.71,420.63
O010177,2024-03-09 00:00:00,C0786,P005,S011,2,631.5,0.1,1136.7,870.84
O010178,2024-01-08 00:00:00,C0962,P082,S014,6,127.99,0.1,691.15,534.78
O010179,2024-01-17 00:00:00,C0926,P044,S008,2,16.8,0.05,31.92,25.24
O010180,2025-01-20 00:00:00,C0571,P056,S007,5,10.91,0.02,53.46,43.55
O010181,2025-07-19 00:00:00,C0359,P014,S007,5,235.55,0.05,1118.86,788.4
O010182,2025-05-13 00:00:00,C0231,P082,S015,4,127.99,0.0,511.96,356.52
O010183,2024-08-07 00:00:00,C0107,P075,S005,1,9.52,0.1,8.57,7.78
O010184,2024-11-19 00:00:00,C0768,P039,S020,8,56.32,0.05,428.03,323.12
O010185,2024-09-25 00:00:00,C1152,P057,S005,3,14.03,0.05,39.99,29.79
O010186,2024-02-26 00:00:00,C0097,P067,S009,2,35.44,0.1,63.79,60.72
O010187,2025-08-23 00:00:00,C0844,P083,S020,4,148.37,0.0,593.48,416.12
O010188,2024-08-05 00:00:00,C0702,P065,S001,1,56.52,0.05,53.69,37.0
O010189,2024-10-02 00:00:00,C0207,P008,S007,1,670.58,0.0,670.58,467.77
O010190,2025-05-15 00:00:00,C0256,P066,S017,3,51.43,0.05,146.58,102.15
O010191,2025-05-11 00:00:00,C0342,P042,S007,3,21.45,0.0,64.35,44.01
O010192,2025-04-12 00:00:00,C0822,P050,S006,2,15.66,0.0,31.32,25.72
O010193,2024-06-20 00:00:00,C0359,P045,S001,3,21.49,0.0,64.47,42.48
O010194,2024-09-05 00:00:00,C0994,P043,S003,8,19.3,0.02,151.31,120.96
O010195,2025-06-10 00:00:00,C0444,P029,S004,1,467.41,0.15,397.3,386.08
O010196,2024-07-27 00:00:00,C0132,P040,S018,2,55.46,0.0,110.92,88.24
O010197,2025-04-17 00:00:00,C0115,P086,S011,1,165.37,0.15,140.56,116.56
O010198,2024-10-16 00:00:00,C0481,P027,S005,8,570.34,0.05,4334.58,3118.48
O010199,2025-04-06 00:00:00,C0490,P092,S017,1,263.91,0.1,237.52,216.41
O010200,2025-11-22 00:00:00,C0881,P053,S013,2,13.81,0.1,24.86,19.44
O010201,2025-06-15 00:00:00,C0575,P074,S007,6,10.76,0.02,63.27,45.0
O010202,2025-05-26 00:00:00,C0197,P015,S006,3,229.18,0.02,673.79,528.39
O010203,2024-12-18 00:00:00,C0256,P025,S005,1,527.58,,527.58,422.24
O010204,2025-12-26 00:00:00,C0680,P109,S015,8,162.13,0.05,1232.19,1122.8
O010205,2024-05-26 00:00:00,C0402,P100,S015,1,293.58,0.05,278.9,192.8
O010206,2025-05-08 00:00:00,C0807,P009,S013,2,684.17,0.1,1231.51,1153.14
O010207,2025-01-05 00:00:00,C1108,P109,S009,1,162.13,0.05,154.02,140.35
O010208,2024-02-18 00:00:00,C0426,P101,S011,3,242.55,0.0,727.65,479.01
O010209,2024-02-07 00:00:00,C0663,P017,S018,1,194.95,0.0,194.95,156.96
O010210,2025-06-29 00:00:00,C0999,P029,S012,5,467.41,0.1,2103.35,1930.4
O010211,2025-08-14 00:00:00,C0253,P022,S013,3,536.59,0.05,1529.28,1211.31
O010212,2024-04-11 00:00:00,C0613,P103,S005,2,220.66,0.0,441.32,335.18
O010213,2025-09-20 00:00:00,C0367,P103,S010,5,220.66,0.1,992.97,837.95
O010214,2024-02-20 00:00:00,C0753,P087,S001,4,166.12,0.02,651.19,430.4
O010215,2024-03-06 00:00:00,C0892,P031,S010,2,58.34,0.0,116.68,87.94
O010216,2025-09-15 00:00:00,C0170,P111,S017,2,254.32,0.0,508.64,344.9
O010217,2025-02-15 00:00:00,C0225,P102,S014,2,235.49,0.0,470.98,334.08
O010218,2024-09-15 00:00:00,C0028,P105,S018,3,152.91,0.0,458.73,386.1
O010219,2024-08-18 00:00:00,C0015,P044,S007,5,16.8,0.1,75.6,63.1
O010220,2025-11-09 00:00:00,C0061,P085,S016,1,121.06,0.05,115.01,86.99
O010221,2024-09-07 00:00:00,C0849,P082,S015,2,127.99,0.15,217.58,178.26
O010222,2024-09-26 00:00:00,C1085,P019,S015,4,203.88,0.0,815.52,707.92
O010223,2024-06-08 00:00:00,C0492,P070,S016,8,49.41,0.0,395.28,303.92
O010224,2025-05-23 00:00:00,C1060,P066,S010,1,51.43,0.05,48.86,34.05
O010225,2024-10-16 00:00:00,C0876,P071,S007,1,7.96,0.05,7.56,6.53
O010226,2025-09-07 00:00:00,C0970,P041,S012,4,15.18,0.05,57.68,50.8
O010227,2025-09-26 00:00:00,C0888,P081,S008,10,178.79,0.0,1787.9,1164.2
O010228,2025-04-30 00:00:00,C0240,P107,S014,4,223.24,0.0,892.96,644.24
O010229,2025-04-01 00:00:00,C0629,P073,S018,3,10.84,0.1,29.27,23.13
O010230,2024-06-08 00:00:00,C0631,P105,S001,1,152.91,0.05,145.26,128.7
O010231,2025-12-30 00:00:00,C0770,P093,S013,8,219.94,0.0,1759.52,1488.32
O010232,2025-11-18 00:00:00,C0956,P038,S009,4,72.16,0.1,259.78,190.8
O010233,2024-10-17 00:00:00,C0136,P089,S003,3,146.02,0.1,394.25,338.04
O010234,2025-09-28 00:00:00,C0810,P081,S005,6,178.79,0.0,1072.74,698.52
O010235,2025-06-28 00:00:00,C1000,P114,S017,5,241.45,0.05,1146.89,983.15
O010236,2024-04-10 00:00:00,C0139,P041,S008,1,15.18,0.0,15.18,12.7
O010237,2024-04-10 00:00:00,C0498,P020,S002,1,215.04,0.1,193.54,153.14
O010238,2024-10-05 00:00:00,C1075,P082,S015,1,127.99,0.0,127.99,89.13
O010239,2024-09-08 00:00:00,C0030,P076,S005,6,8.13,0.1,43.9,35.1
O010240,2024-11-14 00:00:00,C0193,P074,S008,2,10.76,0.05,20.44,15.0
O010241,2025-02-21 00:00:00,C0965,P089,S004,3,146.02,0.0,438.06,338.04
O010242,2025-01-02 00:00:00,C0207,P062,S015,2,43.92,0.1,79.06,65.96
O010243,2025-02-06 00:00:00,C0843,P004,S019,2,619.09,0.1,1114.36,1036.74
O010244,2025-11-16 00:00:00,C1082,P106,S020,2,200.57,0.05,381.08,280.42
O010245,2024-12-21 00:00:00,C0599,P034,S002,8,50.6,0.05,384.56,331.04
O010246,2025-11-10 00:00:00,C0582,P030,S019,2,425.03,0.05,807.56,675.74
O010247,2025-10-24 00:00:00,C0515,P098,S013,5,296.74,0.05,1409.52,1136.75
O010248,2025-08-18 00:00:00,C0448,P096,S017,1,227.1,0.0,227.1,195.65
O010249,2025-01-28 00:00:00,C0457,P061,S002,2,39.86,0.02,78.13,62.14
O010250,2025-02-25 00:00:00,C0665,P083,S018,1,148.37,0.15,126.11,104.03
O010251,2025-10-21 00:00:00,C1075,P010,S007,1,591.46,0.1,532.31,475.5
O010252,2024-09-25 00:00:00,C1178,P034,S008,3,50.6,0.0,151.8,124.14
O010253,2024-01-02 00:00:00,C1040,P030,S018,1,425.03,0.1,382.53,337.87
O010254,2025-05-18 00:00:00,C0144,P051,S015,2,13.09,0.0,26.18,21.32
O010255,2025-09-16 00:00:00,C0369,P043,S011,1,19.3,0.05,18.34,15.12
O010256,2025-08-10 00:00:00,C0909,P009,S014,10,684.17,0.0,6841.7,5765.7
O010257,2024-04-10 00:00:00,C0655,P083,S008,1,148.37,0.0,148.37,104.03
O010258,2025-06-30 00:00:00,C0402,P072,S020,4,9.51,0.05,36.14,32.36
O010259,2025-03-07 00:00:00,C0374,P046,S002,5,23.72,0.0,118.6,78.2
O010260,2024-02-18 00:00:00,C0141,P107,S012,10,223.24,0.15,1897.54,1610.6
O010261,2025-04-27 00:00:00,C0399,P044,S001,3,16.8,0.15,42.84,37.86
O010262,2024-12-13 00:00:00,C0507,P015,S009,3,229.18,0.0,687.54,528.39
O010263,2025-10-26 00:00:00,C0500,P102,S011,3,235.49,0.15,600.5,501.12
O010264,2025-11-11 00:00:00,C0659,P016,S017,4,219.21,0.15,745.31,745.76
O010265,2024-08-10 00:00:00,C0328,P009,S019,5,684.17,0.0,3420.85,2882.85
O010266,2024-02-28 00:00:00,C0248,P057,S015,2,14.03,0.0,28.06,19.86
O010267,2024-06-28 00:00:00,C1066,P070,S020,4,49.41,0.02,193.69,151.96
O010268,2025-10-30 00:00:00,C0487,P034,S003,8,50.6,0.0,404.8,331.04
O010269,2025-10-08 00:00:00,C0306,P101,S011,1,242.55,0.05,230.42,159.67
O010270,2024-01-11 00:00:00,C0763,P034,S012,3,50.6,0.05,144.21,124.14
O010271,2024-09-15 00:00:00,C0651,P116,S002,1,217.89,0.1,196.1,182.36
O010272,2024-10-27 00:00:00,C0692,P077,S012,2,7.98,0.05,15.16,13.3
O010273,2025-06-22 00:00:00,C0266,P023,S001,4,619.05,0.05,2352.39,1607.76
O010274,2024-02-23 00:00:00,C0868,P050,S013,2,15.66,0.05,29.75,25.72
O010275,2024-02-12 00:00:00,C0231,P010,S005,1,591.46,0.15,502.74,475.5
O010276,2024-11-25 00:00:00,C1004,P102,S019,5,235.49,0.0,1177.45,835.2
O010277,2024-02-03 00:00:00,C0509,P078,S007,1,8.04,0.0,8.04,6.27
O010278,2024-03-20 00:00:00,C0491,P052,S013,2,15.53,0.0,31.06,21.36
O010279,2025-07-26 00:00:00,C0467,P082,S013,1,127.99,0.1,115.19,89.13
O010280,2025-10-01 00:00:00,C0508,P074,S018,10,10.76,0.0,107.6,75.0
O010281,2024-01-16 00:00:00,C0799,P072,S007,2,9.51,0.05,18.07,16.18
O010282,2025-09-24 00:00:00,C0597,P048,S008,5,16.12,0.02,78.99,68.95
O010283,2024-08-30 00:00:00,C0153,P043,S014,2,19.3,0.02,37.83,30.24
O010284,2024-02-04 00:00:00,C0680,P031,S002,2,58.34,0.1,105.01,87.94
O010285,2024-05-11 00:00:00,C0321,P095,S012,1,242.98,0.0,242.98,192.03
O010286,2024-10-01 00:00:00,C0130,P057,S008,2,14.03,0.05,26.66,19.86
O010287,2025-04-09 00:00:00,C1008,P057,S020,5,14.03,0.05,66.64,49.65
O010288,2024-09-05 00:00:00,C0376,P087,S011,3,166.12,0.1,448.52,322.8
O010289,2024-08-12 00:00:00,C0715,P064,S016,1,42.46,0.15,36.09,35.34
O010290,2024-12-26 00:00:00,C0207,P115,S017,3,261.82,0.0,785.46,584.67
O010291,2024-07-18 00:00:00,C0408,P029,S003,2,467.41,0.0,934.82,772.16
O010292,2024-06-07 00:00:00,C0464,P006,S013,3,707.84,0.0,2123.52,1410.3
O010293,2025-09-23 00:00:00,C0161,P051,S014,4,13.09,0.2,41.89,42.64
O010294,2024-10-23 00:00:00,C1169,P064,S009,3,42.46,0.05,121.01,106.02
O010295,2024-01-16 00:00:00,C0374,P099,S004,5,262.29,0.15,1114.73,1104.25
O010296,2025-11-06 00:00:00,C0700,P077,S010,3,7.98,0.15,20.35,19.95
O010297,2024-05-31 00:00:00,C0679,P113,S002,2,242.09,0.15,411.55,328.68
O010298,2024-09-16 00:00:00,C0516,P011,S020,2,238.21,0.0,476.42,329.26
O010299,2025-03-23 00:00:00,C0703,P065,S002,5,56.52,0.05,268.47,185.0
O010300,2024-08-30 00:00:00,C0680,P100,S003,1,293.58,0.0,293.58,192.8
O010301,2024-03-03 00:00:00,C0097,P061,S003,1,39.86,0.02,39.06,31.07
O010302,2024-06-21 00:00:00,C0803,P034,S005,4,50.6,0.02,198.35,165.52
O010303,2025-06-22 00:00:00,C0138,P093,S004,2,219.94,0.15,373.9,372.08
O010304,2025-04-22 00:00:00,C0522,P105,S013,1,152.91,0.05,145.26,128.7
O010305,2025-08-20 00:00:00,C0438,P032,S003,5,58.79,0.1,264.56,195.55
O010306,2024-11-18 00:00:00,C0538,P067,S015,1,35.44,0.1,31.9,30.36
O010307,2025-11-26 00:00:00,C0087,P097,S009,4,315.65,0.05,1199.47,882.96
O010308,2024-08-23 00:00:00,C0842,P019,S008,2,203.88,0.02,399.6,353.96
O010309,2025-08-28 00:00:00,C0503,P002,S011,4,669.52,0.1,2410.27,1849.16
O010310,2024-06-26 00:00:00,C0074,P089,S001,4,146.02,0.02,572.4,450.72
O010311,2025-07-25 00:00:00,C0005,P091,S011,1,310.21,0.05,294.7,247.59
O010312,2025-06-15 00:00:00,C0649,P019,S011,5,203.88,0.0,1019.4,884.9
O010313,2024-04-20 00:00:00,C0800,P072,S015,3,9.51,0.05,27.1,24.27
O010314,2024-05-09 00:00:00,C0657,P087,S003,5,166.12,0.05,789.07,538.0
O010315,2024-01-23 00:00:00,C0865,P116,S002,1,217.89,0.1,196.1,182.36
O010316,2025-11-17 00:00:00,C0909,P097,S002,4,315.65,0.0,1262.6,882.96
O010317,2024-12-25 00:00:00,C1047,P027,S020,10,570.34,0.0,5703.4,3898.1
O010318,2025-02-19 00:00:00,C1180,P070,S007,4,49.41,0.0,197.64,151.96
O010319,2025-06-29 00:00:00,C1062,P088,S005,6,124.23,0.05,708.11,639.24
O010320,2025-02-13 00:00:00,C0955,P033,S003,2,54.32,0.1,97.78,81.78
O010321,2024-03-01 00:00:00,C0518,P020,S006,4,215.04,0.05,817.15,612.56
O010322,2025-02-10 00:00:00,C0605,P053,S009,3,13.81,0.0,41.43,29.16
O010323,2025-11-09 00:00:00,C0740,P087,S020,2,166.12,0.0,332.24,215.2
O010324,2024-02-26 00:00:00,C0204,P064,S016,3,42.46,0.0,127.38,106.02
O010325,2025-02-12 00:00:00,C0814,P073,S018,2,10.84,0.05,20.6,15.42
O010326,2025-10-21 00:00:00,C0706,P080,S001,8,10.08,0.1,72.58,63.28
O010327,2024-07-01 00:00:00,C0625,P115,S012,4,261.82,0.2,837.82,779.56
O010328,2024-10-09 00:00:00,C1002,P077,S010,5,7.98,0.0,39.9,33.25
O010329,2025-08-02 00:00:00,C0825,P017,S004,3,194.95,0.0,584.85,470.88
O010330,2024-04-15 00:00:00,C1119,P049,S010,5,15.78,0.02,77.32,60.4
O010331,2024-04-18 00:00:00,C1172,P021,S012,2,543.4,0.05,1032.46,715.14
O010332,2024-12-17 00:00:00,C0991,P091,S001,3,310.21,0.05,884.1,742.77
O010333,2024-01-13 00:00:00,C0358,P120,S020,2,226.75,0.1,408.15,354.62
O010334,2024-09-13 00:00:00,C0227,P093,S015,3,219.94,0.0,659.82,558.12
O010335,2024-07-29 00:00:00,C0360,P030,S019,1,425.03,0.1,382.53,337.87
O010336,2025-04-13 00:00:00,C0856,P084,S002,4,107.38,0.05,408.04,350.52
O010337,2025-04-04 00:00:00,C1038,P003,S002,2,636.79,0.0,1273.58,872.46
O010338,2024-01-05 00:00:00,C1057,P033,S019,10,54.32,0.2,434.56,408.9
O010339,2025-05-29 00:00:00,C0821,P037,S019,5,67.61,0.0,338.05,234.85
O010340,2024-09-27 00:00:00,C0818,P057,S013,3,14.03,0.0,42.09,29.79
O010341,2024-08-11 00:00:00,C1143,P039,S005,1,56.32,0.02,55.19,40.39
O010342,2025-02-17 00:00:00,C0823,P052,S006,3,15.53,0.05,44.26,32.04
O010343,2024-01-01 00:00:00,C0170,P002,S016,4,669.52,0.02,2624.52,1849.16
O010344,2025-07-22 00:00:00,C0601,P099,S019,2,262.29,0.1,472.12,441.7
O010345,2025-03-10 00:00:00,C0431,P048,S014,3,16.12,0.0,48.36,41.37
O010346,2024-01-18 00:00:00,C0765,P097,S009,5,315.65,0.1,1420.42,1103.7
O010347,2025-01-03 00:00:00,C0764,P007,S017,1,780.87,0.05,741.83,546.34
O010348,2025-09-24 00:00:00,C0354,P104,S006,2,145.32,0.0,290.64,247.34
O010349,2024-12-04 00:00:00,C0360,P076,S003,5,8.13,0.2,32.52,29.25
O010350,2025-01-09 00:00:00,C0107,P028,S008,2,520.07,0.15,884.12,771.5
O010351,2025-03-01 00:00:00,C0352,P091,S010,6,310.21,0.0,1861.26,1485.54
O010352,2024-02-01 00:00:00,C0994,P090,S013,3,114.51,0.05,326.35,253.92
O010353,2024-09-28 00:00:00,C0787,P088,S014,2,124.23,0.0,248.46,213.08
O010354,2024-06-21 00:00:00,C1132,P105,S015,10,152.91,0.05,1452.64,1287.0
O010355,2025-10-30 00:00:00,C1112,P115,S005,1,261.82,0.0,261.82,194.89
O010356,2024-01-12 00:00:00,C1029,P020,S014,2,215.04,0.02,421.48,306.28
O010357,2025-10-11 00:00:00,C0216,P034,S001,1,50.6,0.0,50.6,41.38
O010358,2025-01-20 00:00:00,C0401,P005,S019,10,631.5,0.02,6188.7,4354.2
O010359,2025-02-08 00:00:00,C0069,P008,S009,1,670.58,0.0,670.58,467.77
O010360,2024-07-08 00:00:00,C0113,P013,S020,1,193.38,0.05,183.71,160.28
O010361,2024-08-15 00:00:00,C0278,P084,S018,1,107.38,0.0,107.38,87.63
O010362,2024-01-02 00:00:00,C0337,P073,S004,3,10.84,0.0,32.52,23.13
O010363,2024-05-31 00:00:00,C0019,P005,S003,1,631.5,0.02,618.87,435.42
O010364,2024-03-20 00:00:00,C1012,P051,S019,2,13.09,0.1,23.56,21.32
O010365,2025-01-28 00:00:00,C0633,P014,S010,2,235.55,0.02,461.68,315.36
O010366,2025-06-03 00:00:00,C0787,P024,S003,3,516.82,0.1,1395.41,1101.96
O010367,2025-06-15 00:00:00,C0785,P007,S013,3,780.87,0.2,1874.09,1639.02
O010368,2024-02-05 00:00:00,C1161,P064,S020,3,42.46,0.15,108.27,106.02
O010369,2025-01-04 00:00:00,C0177,P010,S013,3,591.46,0.0,1774.38,1426.5
O010370,2025-07-08 00:00:00,C0412,P095,S006,5,242.98,0.15,1032.66,960.15
O010371,2025-11-21 00:00:00,C0371,P112,S007,3,287.93,0.1,777.41,604.8
O010372,2025-08-08 00:00:00,C0662,P103,S006,4,220.66,0.0,882.64,670.36
O010373,2024-08-07 00:00:00,C0632,P099,S011,2,262.29,0.2,419.66,441.7
O010374,2024-03-24 00:00:00,C0949,P091,S009,8,310.21,0.15,2109.43,1980.72
O010375,2024-05-24 00:00:00,C0673,P110,S007,4,175.45,0.1,631.62,547.32
O010376,2025-06-06 00:00:00,C0281,P107,S004,3,223.24,0.05,636.23,483.18
O010377,2025-04-10 00:00:00,C0678,P026,S001,2,497.47,0.2,795.95,836.78
O010378,2025-11-05 00:00:00,C1157,P073,S017,1,10.84,0.0,10.84,7.71
O010379,2024-09-07 00:00:00,C0695,P037,S017,10,67.61,0.1,608.49,469.7
O010380,2025-11-29 00:00:00,C0711,P101,S003,1,242.55,,242.55,159.67
O010381,2024-11-07 00:00:00,C0212,P002,S005,2,669.52,0.05,1272.09,924.58
O010382,2025-02-11 00:00:00,C0010,P051,S009,2,13.09,0.0,26.18,21.32
O010383,2025-08-17 00:00:00,C0252,P046,S012,2,23.72,0.02,46.49,31.28
O010384,2024-01-04 00:00:00,C0031,P103,S019,2,220.66,0.2,353.06,335.18
O010385,2024-06-26 00:00:00,C0543,P036,S014,3,55.24,0.1,149.15,107.91
O010386,2024-12-09 00:00:00,C1059,P108,S013,1,189.06,0.05,179.61,130.46
O010387,2025-02-26 00:00:00,C0537,P060,S015,1,10.84,0.0,10.84,8.61
O010388,2025-06-08 00:00:00,C0775,P083,S013,3,148.37,0.05,422.85,312.09
O010389,2025-10-19 00:00:00,C1027,P064,S019,4,42.46,0.0,169.84,141.36
O010390,2024-07-24 00:00:00,C0916,P052,S020,3,15.53,0.2,37.27,32.04
O010391,2024-06-13 00:00:00,C0781,P037,S010,10,67.61,0.05,642.29,469.7
O010392,2025-04-26 00:00:00,C0941,P034,S001,1,50.6,0.05,48.07,41.38
O010393,2025-06-02 00:00:00,C0337,P077,S020,2,7.98,0.2,12.77,13.3
O010394,2025-06-28 00:00:00,C0505,P040,S007,2,55.46,0.1,99.83,88.24
O010395,2024-12-08 00:00:00,C0479,P104,S006,1,145.32,0.05,138.05,123.67
O010396,2025-05-21 00:00:00,C0959,P016,S003,6,219.21,0.05,1249.5,1118.64
O010397,2024-10-03 00:00:00,C0491,P026,S016,1,497.47,0.15,422.85,418.39
O010398,2024-07-31 00:00:00,C1126,P006,S004,2,707.84,0.15,1203.33,940.2
O010399,2024-08-05 00:00:00,C0224,P104,S020,1,145.32,0.05,138.05,123.67
O010400,2025-11-06 00:00:00,C0207,P050,S005,2,15.66,0.02,30.69,25.72
O010401,2024-08-17 00:00:00,C0860,P005,S002,4,631.5,0.1,2273.4,1741.68
O010402,2024-04-23 00:00:00,C0917,P006,S013,4,707.84,0.0,2831.36,1880.4
O010403,2025-05-28 00:00:00,C0815,P111,S005,4,254.32,0.02,996.93,689.8
O010404,2024-03-21 00:00:00,C0370,P106,S006,1,200.57,0.0,200.57,140.21
O010405,2025-04-07 00:00:00,C0011,P034,S003,1,50.6,0.1,45.54,41.38
O010406,2024-04-10 00:00:00,C0386,P078,S014,4,8.04,0.0,32.16,25.08
O010407,2024-01-07 00:00:00,C0560,P031,S005,1,58.34,0.05,55.42,43.97
O010408,2024-12-28 00:00:00,C0496,P102,S015,2,235.49,0.2,376.78,334.08
O010409,2025-03-03 00:00:00,C1107,P086,S006,5,165.37,0.0,826.85,582.8
O010410,2024-08-08 00:00:00,C1037,P054,S009,2,12.38,0.1,22.28,17.58
O010411,2025-04-25 00:00:00,C0931,P112,S010,2,287.93,0.0,575.86,403.2
O010412,2024-12-03 00:00:00,C0027,P027,S011,8,570.34,0.0,4562.72,3118.48
O010413,2025-04-04 00:00:00,C0153,P120,S017,6,226.75,0.0,1360.5,1063.86
O010414,2024-12-28 00:00:00,C0521,P035,S003,1,60.9,0.1,54.81,45.81
O010415,2025-01-29 00:00:00,C0747,P107,S005,5,223.24,0.05,1060.39,805.3
O010416,2024-04-08 00:00:00,C0817,P103,S016,2,220.66,0.1,397.19,335.18
O010417,2024-04-28 00:00:00,C0356,P068,S018,4,54.35,0.0,217.4,149.48
O010418,2024-02-17 00:00:00,C0133,P015,S009,2,229.18,0.0,458.36,352.26
O010419,2024-11-27 00:00:00,C0394,P091,S001,8,310.21,0.05,2357.6,1980.72
O010420,2024-12-06 00:00:00,C0951,P084,S017,4,107.38,0.0,429.52,350.52
O010421,2024-07-07 00:00:00,C1184,P104,S013,2,145.32,0.05,276.11,247.34
O010422,2025-11-22 00:00:00,C1131,P028,S011,2,520.07,0.15,884.12,771.5
O010423,2024-06-26 00:00:00,C0712,P029,S008,1,467.41,0.05,444.04,386.08
O010424,2024-05-05 00:00:00,C0110,P043,S014,1,19.3,0.05,18.34,15.12
O010425,2025-03-09 00:00:00,C1162,P045,S006,2,21.49,0.0,42.98,28.32
O010426,2024-08-09 00:00:00,C0184,P001,S008,2,773.26,0.02,1515.59,1114.5
O010427,2024-04-30 00:00:00,C0322,P019,S016,3,203.88,0.05,581.06,530.94
O010428,2025-10-10 00:00:00,C1169,P058,S008,3,12.84,0.05,36.59,27.45
O010429,2024-09-24 00:00:00,C0605,P117,S019,1,222.64,0.05,211.51,187.1
O010430,2025-04-25 00:00:00,C0238,P016,S009,1,219.21,0.15,186.33,186.44
O010431,2025-06-18 00:00:00,C0603,P029,S012,1,467.41,0.0,467.41,386.08
O010432,2025-02-10 00:00:00,C0095,P104,S013,2,145.32,0.02,284.83,247.34
O010433,2025-07-13 00:00:00,C0379,P005,S014,2,631.5,0.0,1263.0,870.84
O010434,2025-08-23 00:00:00,C1143,P012,S011,1,233.04,0.02,228.38,169.08
O010435,2025-10-09 00:00:00,C0359,P107,S008,1,223.24,0.0,223.24,161.06
O010436,2024-12-14 00:00:00,C1072,P031,S017,1,58.34,0.02,57.17,43.97
O010437,2025-08-15 00:00:00,C0652,P037,S015,2,67.61,0.02,132.52,93.94
O010438,2025-05-28 00:00:00,C0787,P002,S002,10,669.52,0.1,6025.68,4622.9
O010439,2024-04-21 00:00:00,C0844,P049,S013,6,15.78,0.15,80.48,72.48
