CustomerID,CustomerName,Segment,City,Region,Country
C1073,Customer 1073,Corporate,Hyderabad,South,India
C1074,Customer 1074,Corporate,Pune,West,India
C1075,Customer 1075,Small Business,Ahmedabad,West,India
C1076,Customer 1076,Consumer,Bengaluru,South,India
C1077,Customer 1077,Consumer,Ranchi,East,India
C1078,Customer 1078,Consumer,Bengaluru,South,India
C1079,Customer 1079,Small Business,Guwahati,East,India
C1080,Customer 1080,Corporate,Bengaluru,South,India
C1081,Customer 1081,Consumer,Bengaluru,South,India
C1082,Customer 1082,Consumer,Surat,West,India
C1083,Customer 1083,Consumer,Surat,West,India
C1084,Customer 1084,Corporate,Mumbai,West,India
C1085,Customer 1085,Consumer,Mumbai,West,India
C1086,Customer 1086,Consumer,Surat,West,India
C1087,Customer 1087,Small Business,Surat,West,India
C1088,Customer 1088,Corporate,Mumbai,West,India
C1089,Customer 1089,Consumer,Hyderabad,South,India
C1090,Customer 1090,Consumer,Chennai,South,India
C1091,Customer 1091,Small Business,Hyderabad,South,India
C1092,Customer 1092,Corporate,Bhubaneswar,East,India
C1093,Customer 1093,Corporate,Bengaluru,South,India
C1094,Customer 1094,Consumer,Chennai,South,India
C1095,Customer 1095,Consumer,Guwahati,East,India
C1096,Customer 1096,Consumer,Kochi,South,India
C1097,Customer 1097,Corporate,Delhi,North,India
C1098,Customer 1098,Consumer,Surat,West,India
C1099,Customer 1099,Consumer,Ahmedabad,West,India
C1100,Customer 1100,Corporate,Lucknow,North,India
C1101,Customer 1101,Small Business,Lucknow,North,India
C1102,Customer 1102,Corporate,Bengaluru,South,India
C1103,Customer 1103,Consumer,Mumbai,West,India
C1104,Customer 1104,Consumer,Surat,West,India
C1105,Customer 1105,Consumer,Delhi,North,India
C1106,Customer 1106,Consumer,Mumbai,West,India
C1107,Customer 1107,Consumer,Chandigarh,North,India
C1108,Customer 1108,Consumer,Kochi,South,India
C1109,Customer 1109,Corporate,Surat,West,India
C1110,Customer 1110,Small Business,Jaipur,North,India
C1111,Customer 1111,Small Business,Delhi,North,India
C1112,Customer 1112,Consumer,Chennai,South,India
C1113,Customer 1113,Consumer,Guwahati,East,India
C1114,Customer 1114,Consumer,Mumbai,West,India
C1115,Customer 1115,Consumer,Ahmedabad,West,India
C1116,Customer 1116,Consumer,Delhi,North,India
C1117,Customer 1117,Consumer,Chandigarh,North,India
C1118,Customer 1118,Corporate,Mumbai,West,India
C1119,Customer 1119,Consumer,Hyderabad,South,India
C1120,Customer 1120,Small Business,Surat,West,India
C1121,Customer 1121,Consumer,Kolkata,East,India
C1122,Customer 1122,Consumer,Lucknow,North,India
C1123,Customer 1123,Consumer,Ahmedabad,West,India
C1124,Customer 1124,Consumer,Lucknow,North,India
C1125,Customer 1125,Consumer,Kochi,South,India
C1126,Customer 1126,Small Business,Kolkata,East,India
C1127,Customer 1127,Consumer,Hyderabad,South,India
C1128,Customer 1128,Consumer,Guwahati,East,India
C1129,Customer 1129,Consumer,Kolkata,East,India
C1130,Customer 1130,Consumer,Pune,West,India
C1131,Customer 1131,Corporate,Surat,West,India
C1132,Customer 1132,Consumer,Hyderabad,South,India
C1133,Customer 1133,Corporate,Chandigarh,North,India
C1134,Customer 1134,Consumer,Bhubaneswar,East,India
C1135,Customer 1135,Consumer,Surat,West,India
C1136,Customer 1136,Corporate,Chennai,South,India
C1137,Customer 1137,Small Business,Bengaluru,South,India
C1138,Customer 1138,Consumer,Hyderabad,South,India
C1139,Customer 1139,Consumer,Lucknow,North,India
C1140,Customer 1140,Consumer,Kolkata,East,India
C1141,Customer 1141,Consumer,Chennai,South,India
C1142,Customer 1142,Consumer,Pune,West,India
C1143,Customer 1143,Corporate,Mumbai,West,India
C1144,Customer 1144,Consumer,Ahmedabad,West,India
C1145,Customer 1145,Corporate,Chennai,South,India
C1146,Customer 1146,Consumer,Bengaluru,South,India
C1147,Customer 1147,Small Business,Pune,West,India
C1148,Customer 1148,Corporate,Surat,West,India
C1149,Customer 1149,Consumer,Kochi,South,India
C1150,Customer 1150,Consumer,Ahmedabad,West,India
C1151,Customer 1151,Consumer,Chandigarh,North,India
C1152,Customer 1152,Small Business,Surat,West,India
C1153,Customer 1153,Consumer,Delhi,North,India
C1154,Customer 1154,Consumer,Jaipur,North,India
C1155,Customer 1155,Consumer,Guwahati,East,India
C1156,Customer 1156,Corporate,Jaipur,North,India
C1157,Customer 1157,Consumer,Delhi,North,India
C1158,Customer 1158,Consumer,Jaipur,North,India
C1159,Customer 1159,Small Business,Hyderabad,South,India
C1160,Customer 1160,Consumer,Surat,West,India
C1161,Customer 1161,Corporate,Delhi,North,India
C1162,Customer 1162,Consumer,Guwahati,East,India
C1163,Customer 1163,Consumer,Surat,West,India
C1164,Customer 1164,Small Business,Chandigarh,North,India
C1165,Customer 1165,Corporate,Jaipur,North,India
C1166,Customer 1166,Corporate,Mumbai,West,India
C1167,Customer 1167,Consumer,Ahmedabad,West,India
C1168,Customer 1168,Consumer,Guwahati,East,India
C1169,Customer 1169,Consumer,Mumbai,West,India
C1170,Customer 1170,Consumer,Delhi,North,India
C1171,Customer 1171,Consumer,Hyderabad,South,India
C1172,Customer 1172,Consumer,Kolkata,East,India
C1173,Customer 1173,Consumer,Chennai,South,India
C1174,Customer 1174,Consumer,Mumbai,West,India
C1175,Customer 1175,Consumer,Kochi,South,India
C1176,Customer 1176,Consumer,Ahmedabad,West,India
C1177,Customer 1177,Small Business,Kochi,South,India
C1178,Customer 1178,Corporate,Bengaluru,South,India
C1179,Customer 1179,Consumer,Delhi,North,India
C1180,Customer 1180,Corporate,Jaipur,North,India
C1181,Customer 1181,Corporate,Ahmedabad,West,India
C1182,Customer 1182,Consumer,Lucknow,North,India
C1183,Customer 1183,Consumer,Lucknow,North,India
C1184,Customer 1184,Consumer,Lucknow,North,India
C1185,Customer 1185,Consumer,Delhi,North,India
C1186,Customer 1186,Corporate,Pune,West,India
C1187,Customer 1187,Small Business,Kochi,South,India
C1188,Customer 1188,Consumer,Ahmedabad,West,India
C1189,Customer 1189,Corporate,Lucknow,North,India
C1190,Customer 1190,Consumer,Guwahati,East,India
C1191,Customer 1191,Corporate,Bengaluru,South,India
C1192,Customer 1192,Corporate,Chennai,South,India
C1193,Customer 1193,Consumer,Surat,West,India
C1194,Customer 1194,Consumer,Ahmedabad,West,India
C1195,Customer 1195,Corporate,Mumbai,West,India
C1196,Customer 1196,Small Business,Delhi,North,India
C1197,Customer 1197,Consumer,Lucknow,North,India
C1198,Customer 1198,Consumer,Ranchi,East,India
C1199,Customer 1199,Consumer,Kochi,South,India
C1200,Customer 1200,Consumer,Kolkata,East,India
